"bottleneck_size"	"Log_Likelihood"	"pair"
97	-6.20168630601592	11
98	-6.24367949971668	11
99	-6.28542649013901	11
100	-6.32693127147086	11
101	-6.36819776655623	11
102	-6.40922982797179	11
103	-6.45003123910153	11
104	-6.49060571520859	11
105	-6.53095690450329	11
106	-6.5710883892068	11
107	-6.61100368660941	11
108	-6.65070625012306	11
109	-6.69019947032718	11
110	-6.72948667600745	11
111	-6.76857113518676	11
112	-6.80745605614809	11
113	-6.8461445884485	11
114	-6.88463982392411	11
115	-6.9229447976855	11
116	-6.96106248910316	11
117	-6.9989958227827	11
118	-7.03674766952947	11
119	-7.07432084730242	11
120	-7.11171812215676	11
121	-7.14894220917537	11
122	-7.18599577338864	11
123	-7.22288143068268	11
124	-7.25960174869565	11
125	-7.29615924770209	11
126	-7.33255640148524	11
127	-7.3687956381971	11
128	-7.40487934120626	11
129	-7.44080984993348	11
130	-7.47658946067483	11
131	-7.51222042741254	11
132	-7.54770496261339	11
133	-7.58304523801479	11
134	-7.61824338539845	11
135	-7.65330149735171	11
136	-7.68822162801657	11
137	-7.72300579382648	11
138	-7.75765597423095	11
139	-7.79217411240795	11
140	-7.82656211596432	11
141	-7.86082185762424	11
142	-7.89495517590569	11
143	-7.92896387578528	11
144	-7.96284972935123	11
145	-7.99661447644492	11
146	-8.03025982529089	11
147	-8.06378745311546	11
148	-8.09719900675426	11
149	-8.13049610324847	11
150	-8.16368033043027	11
151	-8.1967532474973	11
152	-8.22971638557652	11
153	-8.26257124827742	11
154	-8.29531931223485	11
155	-8.32796202764156	11
156	-8.36050081877051	11
157	-8.39293708448733	11
158	-8.42527219875274	11
159	-8.45750751111543	11
160	-8.4896443471952	11
161	-8.52168400915681	11
162	-8.55362777617453	11
163	-8.58547690488748	11
164	-8.61723262984606	11
165	-8.64889616394959	11
166	-8.68046869887512	11
167	-8.71195140549783	11
168	-8.74334543430295	11
169	-8.77465191578945	11
170	-8.80587196086566	11
171	-8.83700666123682	11
172	-8.86805708978487	11
173	-8.8990243009406	11
174	-8.92990933104809	11
175	-8.96071319872194	11
176	-8.99143690519702	11
177	-9.02208143467125	11
178	-9.05264775464123	11
179	-9.08313681623114	11
180	-9.11354955451472	11
181	-9.14388688883078	11
182	-9.17414972309214	11
183	-9.20433894608819	11
184	-9.23445543178131	11
185	-9.264500039597	11
186	-9.29447361470817	11
187	-9.32437698831344	11
188	-9.35421097790973	11
189	-9.38397638755916	11
190	-9.41367400815043	11
191	-9.44330461765479	11
192	-9.47286898137663	11
193	-9.50236785219892	11
194	-9.53180197082354	11
195	-9.56117206600655	11
196	-9.59047885478863	11
197	-9.61972304272068	11
198	-9.64890532408475	11
199	-9.67802638211033	11
200	-9.70708688918618	11
1	-1.18996924379347	12
2	-2.36082203208424	12
3	-3.51334845848163	12
4	-4.64867503515922	12
5	-5.76815881996285	12
6	-6.87327728174822	12
7	-7.9655302768161	12
8	-9.04636388451219	12
9	-10.1171190699664	12
10	-11.1790031361835	12
11	-12.2330792661768	12
12	-13.2802687588897	12
13	-14.3213610906103	12
14	-15.3570280010805	12
15	-16.3878389477335	12
16	-17.4142762541453	12
17	-18.4367490201841	12
18	-19.4556053696936	12
19	-20.4711429315325	12
20	-21.4836176330719	12
21	-22.493250976938	12
22	-23.5002360062847	12
23	-24.5047421652886	12
24	-25.5069192456493	12
25	-26.5069005864266	12
26	-27.5048056692174	12
27	-28.5007422265157	12
28	-29.4948079595332	12
29	-30.4870919432825	12
30	-31.4776757813113	12
31	-32.4666345598584	12
32	-33.454037641007	12
33	-34.439949326243	12
34	-35.4244294153374	12
35	-36.4075336803223	12
36	-37.3893142702749	12
37	-38.3698200594164	12
38	-39.3490969485126	12
39	-40.3271881275707	12
40	-41.3041343062608	12
41	-42.2799739172464	12
42	-43.2547432966278	12
43	-44.2284768449226	12
44	-45.2012071713854	12
45	-46.1729652239741	12
46	-47.1437804068708	12
47	-48.1136806871477	12
48	-49.0826926919084	12
49	-50.0508417970252	12
50	-51.0181522084244	12
51	-51.9846470367276	12
52	-52.9503483659472	12
53	-53.9152773168335	12
54	-54.8794541053966	12
55	-55.842898097057	12
56	-56.8056278568244	12
57	-57.7676611958576	12
58	-58.7290152147173	12
59	-59.6897063435904	12
60	-60.6497503797358	12
61	-61.6091625223742	12
62	-62.5679574052248	12
63	-63.5261491268702	12
64	-64.4837512791165	12
65	-65.4407769734992	12
66	-66.397238866071	12
67	-67.3531491805993	12
68	-68.3085197302877	12
69	-69.2633619381268	12
70	-70.2176868559734	12
71	-71.1715051824455	12
72	-72.1248272797176	12
73	-73.0776631892916	12
74	-74.0300226468144	12
75	-74.981915096007	12
76	-75.9333497017657	12
77	-76.8843353624914	12
78	-77.8348807216988	12
79	-78.784994178954	12
80	-79.7346839001846	12
81	-80.6839578274037	12
82	-81.632823687888	12
83	-82.5812890028424	12
84	-83.5293610955891	12
85	-84.4770470993074	12
86	-85.4243539643562	12
87	-86.3712884652056	12
88	-87.3178572070003	12
89	-88.2640666317817	12
90	-89.209923024387	12
91	-90.1554325180473	12
92	-91.1006010997031	12
93	-92.0454346150549	12
94	-92.9899387733639	12
95	-93.9341191520204	12
96	-94.8779812008922	12
97	-95.8215302464662	12
98	-96.7647714957976	12
99	-97.7077100402752	12
100	-98.6503508592167	12
101	-99.5926988233009	12
102	-100.534758697849	12
103	-101.476535145964	12
104	-102.418032731528	12
105	-103.359255922085	12
106	-104.300209091588	12
107	-105.240896523045	12
108	-106.18132241105	12
109	-107.121490864219	12
110	-108.06140590752	12
111	-109.001071484526	12
112	-109.940491459569	12
113	-110.879669619819	12
114	-111.818609677285	12
115	-112.757315270743	12
116	-113.695789967594	12
117	-114.634037265654	12
118	-115.572060594882	12
119	-116.509863319052	12
120	-117.447448737364	12
121	-118.384820086	12
122	-119.321980539633	12
123	-120.258933212884	12
124	-121.195681161731	12
125	-122.132227384874	12
126	-123.068574825061	12
127	-124.004726370367	12
128	-124.940684855437	12
129	-125.876453062695	12
130	-126.812033723508	12
131	-127.747429519326	12
132	-128.682643082781	12
133	-129.617676998761	12
134	-130.552533805449	12
135	-131.487215995332	12
136	-132.421726016191	12
137	-133.356066272051	12
138	-134.290239124115	12
139	-135.224246891671	12
140	-136.15809185297	12
141	-137.091776246089	12
142	-138.025302269765	12
143	-138.958672084213	12
144	-139.891887811917	12
145	-140.824951538406	12
146	-141.75786531301	12
147	-142.690631149595	12
148	-143.623251027282	12
149	-144.555726891147	12
150	-145.488060652908	12
151	-146.420254191589	12
152	-147.352309354173	12
153	-148.284227956239	12
154	-149.216011782583	12
155	-150.147662587826	12
156	-151.079182097006	12
157	-152.010572006156	12
158	-152.941833982875	12
159	-153.872969666875	12
160	-154.803980670528	12
161	-155.734868579392	12
162	-156.665634952727	12
163	-157.596281324003	12
164	-158.526809201394	12
165	-159.45722006826	12
166	-160.387515383623	12
167	-161.317696582627	12
168	-162.247765076993	12
169	-163.177722255461	12
170	-164.107569484225	12
171	-165.037308107357	12
172	-165.96693944722	12
173	-166.896464804879	12
174	-167.825885460496	12
175	-168.755202673721	12
176	-169.684417684073	12
177	-170.613531711314	12
178	-171.542545955817	12
179	-172.47146159892	12
180	-173.40027980328	12
181	-174.329001713217	12
182	-175.257628455049	12
183	-176.186161137423	12
184	-177.114600851639	12
185	-178.042948671964	12
186	-178.971205655945	12
187	-179.899372844711	12
188	-180.827451263271	12
189	-181.755441920807	12
190	-182.683345810959	12
191	-183.611163912105	12
192	-184.538897187636	12
193	-185.466546586226	12
194	-186.394113042093	12
195	-187.321597475264	12
196	-188.249000791818	12
197	-189.176323884146	12
198	-190.103567631187	12
199	-191.030732898668	12
200	-191.95782053934	12
1	-0.291090818189013	13
2	-0.579050303125024	13
3	-0.863912872112868	13
4	-1.14571964629497	13
5	-1.42451803828078	13
6	-1.7003612886199	13
7	-1.97330796058112	13
8	-2.24342140311607	13
9	-2.51076919198951	13
10	-2.77542255886801	13
11	-3.03745581770633	13
12	-3.29694579709608	13
13	-3.55397128639076	13
14	-3.80861250244195	13
15	-4.06095058272322	13
16	-4.31106710952447	13
17	-4.55904366881173	13
18	-4.80496144630016	13
19	-5.04890086230919	13
20	-5.29094124607851	13
21	-5.53116054943754	13
22	-5.76963509904592	13
23	-6.0064393858611	13
24	-6.24164589004005	13
25	-6.47532493913885	13
26	-6.70754459722867	13
27	-6.93837058238969	13
28	-7.16786620996397	13
29	-7.39609235893355	13
30	-7.62310745882934	13
31	-7.84896749465925	13
32	-8.07372602746029	13
33	-8.29743422822051	13
34	-8.5201409230745	13
35	-8.74189264784399	13
36	-8.96273371016794	13
37	-9.18270625763877	13
38	-9.40185035053039	13
39	-9.62020403786607	13
40	-9.83780343572818	13
41	-10.0546828068561	13
42	-10.2708746407117	13
43	-10.4864097333149	13
44	-10.7013172662613	13
45	-10.9156248844352	13
46	-11.1293587720206	13
47	-11.3425437264902	13
48	-11.5552032303242	13
49	-11.7673595202692	13
50	-11.9790336540022	13
51	-12.1902455741079	13
52	-12.4010141693172	13
53	-12.6113573329868	13
54	-12.8212920188278	13
55	-13.0308342939111	13
56	-13.2399993890001	13
57	-13.4488017462704	13
58	-13.6572550644933	13
59	-13.8653723417639	13
60	-14.0731659158647	13
61	-14.2806475023573	13
62	-14.4878282305004	13
63	-14.6947186770914	13
64	-14.9013288983299	13
65	-15.1076684598018	13
66	-15.31374646468	13
67	-15.5195715802361	13
68	-15.7251520627544	13
69	-15.9304957809375	13
70	-16.1356102378902	13
71	-16.3405025917613	13
72	-16.5451796751252	13
73	-16.7496480131755	13
74	-16.9539138408054	13
75	-17.1579831186391	13
76	-17.3618615480822	13
77	-17.5655545854497	13
78	-17.7690674552296	13
79	-17.9724051625378	13
80	-18.1755725048133	13
81	-18.3785740828034	13
82	-18.5814143108837	13
83	-18.784097426755	13
84	-18.9866275005572	13
85	-19.1890084434381	13
86	-19.3912440156112	13
87	-19.5933378339353	13
88	-19.7952933790478	13
89	-19.9971140020783	13
90	-20.1988029309717	13
91	-20.4003632764436	13
92	-20.6017980375931	13
93	-20.8031101071937	13
94	-21.004302276684	13
95	-21.2053772408751	13
96	-21.4063376023959	13
97	-21.6071858758888	13
98	-21.807924491975	13
99	-22.0085558010018	13
100	-22.2090820765857	13
101	-22.4095055189642	13
102	-22.609828258169	13
103	-22.8100523570291	13
104	-23.0101798140167	13
105	-23.2102125659443	13
106	-23.410152490522	13
107	-23.610001408783	13
108	-23.8097610873864	13
109	-24.0094332408031	13
110	-24.209019533393	13
111	-24.4085215813784	13
112	-24.6079409547212	13
113	-24.8072791789081	13
114	-25.00653773665	13
115	-25.2057180694999	13
116	-25.4048215793945	13
117	-25.6038496301225	13
118	-25.802803548726	13
119	-26.0016846268357	13
120	-26.2004941219461	13
121	-26.3992332586329	13
122	-26.5979032297152	13
123	-26.7965051973666	13
124	-26.995040294177	13
125	-27.1935096241684	13
126	-27.391914263766	13
127	-27.5902552627287	13
128	-27.7885336450391	13
129	-27.9867504097569	13
130	-28.1849065318356	13
131	-28.3830029629062	13
132	-28.581040632029	13
133	-28.7790204464137	13
134	-28.9769432921116	13
135	-29.1748100346795	13
136	-29.3726215198178	13
137	-29.5703785739826	13
138	-29.7680820049754	13
139	-29.9657326025086	13
140	-30.1633311387504	13
141	-30.3608783688483	13
142	-30.5583750314332	13
143	-30.7558218491049	13
144	-30.9532195288988	13
145	-31.1505687627366	13
146	-31.3478702278596	13
147	-31.5451245872469	13
148	-31.7423324900181	13
149	-31.9394945718221	13
150	-32.136611455212	13
151	-32.3336837500072	13
152	-32.5307120536417	13
153	-32.7276969515021	13
154	-32.9246390172528	13
155	-33.1215388131506	13
156	-33.3183968903482	13
157	-33.5152137891886	13
158	-33.7119900394884	13
159	-33.9087261608125	13
160	-34.1054226627397	13
161	-34.3020800451199	13
162	-34.498698798322	13
163	-34.695279403475	13
164	-34.8918223327007	13
165	-35.0883280493397	13
166	-35.284797008169	13
167	-35.4812296556146	13
168	-35.6776264299557	13
169	-35.8739877615242	13
170	-36.0703140728968	13
171	-36.2666057790821	13
172	-36.4628632877015	13
173	-36.6590869991652	13
174	-36.8552773068425	13
175	-37.0514345972271	13
176	-37.247559250098	13
177	-37.443651638675	13
178	-37.6397121297699	13
179	-37.8357410839341	13
180	-38.0317388556005	13
181	-38.2277057932226	13
182	-38.4236422394089	13
183	-38.6195485310542	13
184	-38.8154249994665	13
185	-39.0112719704905	13
186	-39.2070897646285	13
187	-39.4028786971567	13
188	-39.5986390782389	13
189	-39.7943712130377	13
190	-39.9900754018218	13
191	-40.1857519400703	13
192	-40.3814011185754	13
193	-40.577023223541	13
194	-40.7726185366797	13
195	-40.9681873353064	13
196	-41.1637298924304	13
197	-41.359246476844	13
198	-41.5547373532097	13
199	-41.7502027821449	13
200	-41.9456430203043	13
1	-Inf	14
2	-3.94358735952234	14
3	-2.38821407266799	14
4	-1.58844257099609	14
5	-1.10613171586729	14
6	-0.795389471191907	14
7	-0.590579136931254	14
8	-0.457171941159246	14
9	-0.375012123284696	14
10	-0.331384126065793	14
11	-0.317764458708107	14
12	-0.328157911565843	14
13	-0.358182214303664	14
14	-0.404533203433379	14
15	-0.46465578065353	14
16	-0.536532338010369	14
17	-0.618541492407723	14
18	-0.709360689546803	14
19	-0.807897188330672	14
20	-0.913237990326855	14
21	-1.02461276446771	14
22	-1.14136589938715	14
23	-1.26293510132041	14
24	-1.3888347727561	14
25	-1.51864294028533	14
26	-1.65199085617274	14
27	-1.78855464089759	14
28	-1.92804850245378	14
29	-2.07021918719367	14
30	-2.2148414022965	14
31	-2.36171401192955	14
32	-2.51065685479111	14
33	-2.66150806469225	14
34	-2.81412180139878	14
35	-2.96836631838708	14
36	-3.1241223090762	14
37	-3.28128148463544	14
38	-3.43974534546743	14
39	-3.59942411554158	14
40	-3.76023581435432	14
41	-3.92210544575679	14
42	-4.08496428647164	14
43	-4.24874926001036	14
44	-4.41340238404727	14
45	-4.57887028122005	14
46	-4.74510374489586	14
47	-4.91205735273546	14
48	-5.07968912195892	14
49	-5.24796020110737	14
50	-5.41683459383948	14
51	-5.58627891092556	14
52	-5.75626214712814	14
53	-5.92675548010205	14
54	-6.09773208882438	14
55	-6.2691669893857	14
56	-6.44103688624807	14
57	-6.6133200373108	14
58	-6.78599613132687	14
59	-6.95904617638731	14
60	-7.13245239834178	14
61	-7.3061981481543	14
62	-7.48026781730685	14
63	-7.65464676046298	14
64	-7.82932122468996	14
65	-8.00427828461446	14
66	-8.17950578295315	14
67	-8.35499227591859	14
68	-8.53072698305262	14
69	-8.7066997410853	14
70	-8.88290096145801	14
71	-9.0593215911854	14
72	-9.2359530767631	14
73	-9.41278733085625	14
74	-9.58981670152982	14
75	-9.76703394380409	14
76	-9.94443219333931	14
77	-10.1220049420715	14
78	-10.2997460156383	14
79	-10.4776495524472	14
80	-10.6557099842542	14
81	-10.8339220181297	14
82	-11.0122806197016	14
83	-11.190780997575	14
84	-11.3694185888348	14
85	-11.5481890455488	14
86	-11.7270882221925	14
87	-11.9061121639255	14
88	-12.0852570956557	14
89	-12.2645194118312	14
90	-12.443895666905	14
91	-12.6233825664248	14
92	-12.8029769586991	14
93	-12.982675827	14
94	-13.1624762822628	14
95	-13.3423755562467	14
96	-13.5223709951245	14
97	-13.7024600534694	14
98	-13.8826402886137	14
99	-14.0629093553507	14
100	-14.2432650009584	14
101	-14.4237050605213	14
102	-14.604227452531	14
103	-14.7848301747469	14
104	-14.9655113002991	14
105	-15.1462689740169	14
106	-15.3271014089701	14
107	-15.5080068832066	14
108	-15.6889837366755	14
109	-15.8700303683228	14
110	-16.0511452333491	14
111	-16.2323268406184	14
112	-16.41357375021	14
113	-16.594884571102	14
114	-16.7762579589815	14
115	-16.9576926141705	14
116	-17.1391872796625	14
117	-17.320740739263	14
118	-17.5023518158261	14
119	-17.6840193695837	14
120	-17.8657422965594	14
121	-18.0475195270644	14
122	-18.2293500242691	14
123	-18.4112327828463	14
124	-18.5931668276827	14
125	-18.775151212653	14
126	-18.9571850194556	14
127	-19.1392673565042	14
128	-19.3213973578727	14
129	-19.5035741822918	14
130	-19.6857970121925	14
131	-19.8680650527949	14
132	-20.0503775312404	14
133	-20.2327336957636	14
134	-20.4151328149029	14
135	-20.597574176747	14
136	-20.7800570882162	14
137	-20.9625808743759	14
138	-21.1451448777807	14
139	-21.3277484578483	14
140	-21.5103909902604	14
141	-21.6930718663908	14
142	-21.8757904927574	14
143	-22.058546290499	14
144	-22.2413386948735	14
145	-22.4241671547786	14
146	-22.6070311322917	14
147	-22.7899301022301	14
148	-22.9728635517294	14
149	-23.1558309798384	14
150	-23.3388318971322	14
151	-23.5218658253401	14
152	-23.7049322969887	14
153	-23.8880308550597	14
154	-24.0711610526616	14
155	-24.2543224527132	14
156	-24.4375146276414	14
157	-24.6207371590896	14
158	-24.8039896376373	14
159	-24.9872716625319	14
160	-25.1705828414289	14
161	-25.3539227901437	14
162	-25.5372911324117	14
163	-25.7206874996579	14
164	-25.9041115307749	14
165	-26.0875628719091	14
166	-26.271041176255	14
167	-26.4545461038565	14
168	-26.6380773214161	14
169	-26.8216345021105	14
170	-27.0052173254127	14
171	-27.1888254769209	14
172	-27.3724586481928	14
173	-27.5561165365862	14
174	-27.739798845105	14
175	-27.9235052822504	14
176	-28.1072355618771	14
177	-28.2909894030549	14
178	-28.4747665299343	14
179	-28.658566671617	14
180	-28.8423895620308	14
181	-29.0262349398084	14
182	-29.2101025481699	14
183	-29.39399213481	14
184	-29.5779034517879	14
185	-29.7618362554216	14
186	-29.9457903061846	14
187	-30.1297653686066	14
188	-30.3137612111774	14
189	-30.4977776062532	14
190	-30.681814329966	14
191	-30.8658711621364	14
192	-31.0499478861879	14
193	-31.2340442890653	14
194	-31.418160161154	14
195	-31.6022952962027	14
196	-31.7864494912482	14
197	-31.9706225465424	14
198	-32.1548142654812	14
199	-32.3390244545358	14
200	-32.5232529231859	14
1	-5.40169903337862	15
2	-9.92438259220394	15
3	-14.2969660717414	15
4	-18.6099325744605	15
5	-22.8881251159499	15
6	-27.142523970578	15
7	-31.3790623394584	15
8	-35.6013471615933	15
9	-39.8117569572538	15
10	-44.0119589634252	15
11	-48.2031797413674	15
12	-52.3863581576942	15
13	-56.5622371705075	15
14	-60.7314215667401	15
15	-64.8944157069104	15
16	-69.0516490012786	15
17	-73.2034935755597	15
18	-77.3502768079798	15
19	-81.4922904087804	15
20	-85.6297971155772	15
21	-89.7630357124407	15
22	-93.8922248503325	15
23	-98.0175659976896	15
24	-102.139245751486	15
25	-106.257437672608	15
26	-110.372303763643	15
27	-114.483995675216	15
28	-118.592655704332	15
29	-122.698417631891	15
30	-126.801407434711	15
31	-130.901743898702	15
32	-134.999539153424	15
33	-139.094899143466	15
34	-143.187924048471	15
35	-147.278708660964	15
36	-151.367342729037	15
37	-155.453911269433	15
38	-159.538494855333	15
39	-163.621169882293	15
40	-167.702008815011	15
41	-171.781080417157	15
42	-175.858449965989	15
43	-179.934179453241	15
44	-184.008327773483	15
45	-188.080950900964	15
46	-192.152102055808	15
47	-196.22183186033	15
48	-200.290188486112	15
49	-204.357217792452	15
50	-208.422963456699	15
51	-212.487467096973	15
52	-216.550768387702	15
53	-220.612905168411	15
54	-224.673913546119	15
55	-228.733827991742	15
56	-232.792681430811	15
57	-236.850505328844	15
58	-240.907329771679	15
59	-244.963183541045	15
60	-249.018094185648	15
61	-253.072088088045	15
62	-257.12519052753	15
63	-261.177425739281	15
64	-265.228816969986	15
65	-269.279386530151	15
66	-273.329155843296	15
67	-277.378145492227	15
68	-281.426375262547	15
69	-285.473864183594	15
70	-289.520630566948	15
71	-293.566692042661	15
72	-297.612065593354	15
73	-301.656767586305	15
74	-305.700813803658	15
75	-309.74421947087	15
76	-313.7869992835	15
77	-317.829167432453	15
78	-321.870737627762	15
79	-325.911723121013	15
80	-329.952136726489	15
81	-333.991990841113	15
82	-338.031297463272	15
83	-342.070068210584	15
84	-346.108314336678	15
85	-350.146046747043	15
86	-354.183276014018	15
87	-358.220012390952	15
88	-362.256265825612	15
89	-366.292045972865	15
90	-370.327362206689	15
91	-374.36222363155	15
92	-378.396639093187	15
93	-382.430617188832	15
94	-386.464166276918	15
95	-390.497294486279	15
96	-394.530009724897	15
97	-398.562319688213	15
98	-402.594231867018	15
99	-406.625753554972	15
100	-410.656891855746	15
101	-414.687653689835	15
102	-418.718045801035	15
103	-422.748074762628	15
104	-426.777746983274	15
105	-430.80706871263	15
106	-434.836046046726	15
107	-438.864684933083	15
108	-442.892991175617	15
109	-446.920970439324	15
110	-450.948628254758	15
111	-454.975970022321	15
112	-459.00300101637	15
113	-463.02972638915	15
114	-467.056151174568	15
115	-471.082280291805	15
116	-475.108118548788	15
117	-479.133670645523	15
118	-483.158941177289	15
119	-487.183934637714	15
120	-491.208655421729	15
121	-495.233107828406	15
122	-499.257296063695	15
123	-503.281224243053	15
124	-507.304896393976	15
125	-511.328316458441	15
126	-515.351488295256	15
127	-519.374415682329	15
128	-523.397102318854	15
129	-527.419551827419	15
130	-531.441767756049	15
131	-535.463753580163	15
132	-539.485512704484	15
133	-543.507048464865	15
134	-547.528364130071	15
135	-551.549462903491	15
136	-555.570347924798	15
137	-559.591022271555	15
138	-563.61148896077	15
139	-567.6317509504	15
140	-571.651811140812	15
141	-575.671672376188	15
142	-579.691337445902	15
143	-583.710809085838	15
144	-587.730089979685	15
145	-591.749182760178	15
146	-595.76809001031	15
147	-599.786814264507	15
148	-603.805358009769	15
149	-607.823723686774	15
150	-611.841913690956	15
151	-615.859930373545	15
152	-619.877776042587	15
153	-623.895452963922	15
154	-627.91296336215	15
155	-631.930309421557	15
156	-635.947493287022	15
157	-639.964517064897	15
158	-643.981382823869	15
159	-647.998092595784	15
160	-652.014648376468	15
161	-656.031052126511	15
162	-660.047305772035	15
163	-664.063411205448	15
164	-668.079370286167	15
165	-672.09518484133	15
166	-676.110856666488	15
167	-680.126387526276	15
168	-684.141779155076	15
169	-688.157033257649	15
170	-692.172151509762	15
171	-696.187135558796	15
172	-700.20198702434	15
173	-704.216707498765	15
174	-708.231298547792	15
175	-712.24576171104	15
176	-716.26009850256	15
177	-720.274310411363	15
178	-724.288398901925	15
179	-728.302365414691	15
180	-732.316211366556	15
181	-736.329938151346	15
182	-740.343547140271	15
183	-744.357039682388	15
184	-748.37041710504	15
185	-752.383680714279	15
186	-756.396831795302	15
187	-760.409871612847	15
188	-764.422801411608	15
189	-768.435622416617	15
190	-772.448335833634	15
191	-776.460942849526	15
192	-780.473444632559	15
193	-784.485842337204	15
194	-788.498137207122	15
195	-792.510339918103	15
196	-796.522222848673	15
197	-800.532417795177	15
198	-Inf	15
199	-Inf	15
200	-Inf	15
1	-4.28778251988359	16
2	-8.11999776050739	16
3	-11.7704399755357	16
4	-15.3470675925684	16
5	-18.8856152206141	16
6	-22.4003425697677	16
7	-25.8983122991389	16
8	-29.3835867495317	16
9	-32.8587396116912	16
10	-36.3255135830253	16
11	-39.7851482064973	16
12	-43.2385596555194	16
13	-46.6864464813526	16
14	-50.1293552718994	16
15	-53.5677232288112	16
16	-57.0019067829337	16
17	-60.432201413509	16
18	-63.8588557319426	16
19	-67.2820817143457	16
20	-70.702062281331	16
21	-74.1189570093429	16
22	-77.5329064997191	16
23	-80.9440357664138	16
24	-84.3524568948804	16
25	-87.7582711519137	16
26	-91.1615706765515	16
27	-94.5624398475469	16
28	-97.9609563984759	16
29	-101.35719233399	16
30	-104.751214687966	16
31	-108.143086154918	16
32	-111.532865619011	16
33	-114.920608599785	16
34	-118.306367629663	16
35	-121.690192575254	16
36	-125.07213091209	16
37	-128.452227960568	16
38	-131.830527089421	16
39	-135.207069891882	16
40	-138.581896338783	16
41	-141.955044912096	16
42	-145.326552721829	16
43	-148.696455608701	16
44	-152.06478823463	16
45	-155.431584162744	16
46	-158.796875928361	16
47	-162.160695102151	16
48	-165.523072346536	16
49	-168.884037466199	16
50	-172.243619453468	16
51	-175.601846529222	16
52	-178.958746179888	16
53	-182.314345190997	16
54	-185.668669677724	16
55	-189.02174511278	16
56	-192.373596351951	16
57	-195.724247657576	16
58	-199.073722720191	16
59	-202.42204467855	16
60	-205.769236138198	16
61	-209.115319188766	16
62	-212.460315420116	16
63	-215.804245937466	16
64	-219.147131375596	16
65	-222.488991912234	16
66	-225.829847280707	16
67	-229.169716781915	16
68	-232.50861929572	16
69	-235.846573291782	16
70	-239.183596839902	16
71	-242.519707619922	16
72	-245.85492293121	16
73	-249.18925970178	16
74	-252.522734497057	16
75	-255.855363528343	16
76	-259.187162660974	16
77	-262.51814742223	16
78	-265.848333008972	16
79	-269.177734295069	16
80	-272.506365838593	16
81	-275.83424188882	16
82	-279.161376393034	16
83	-282.487783003158	16
84	-285.813475082209	16
85	-289.138465710597	16
86	-292.462767692266	16
87	-295.786393560696	16
88	-299.109355584755	16
89	-302.431665774429	16
90	-305.753335886412	16
91	-309.074377429584	16
92	-312.394801670358	16
93	-315.71461963792	16
94	-319.03384212935	16
95	-322.352479714644	16
96	-325.670542741619	16
97	-328.988041340723	16
98	-332.304985429744	16
99	-335.621384718418	16
100	-338.937248712942	16
101	-342.252586720401	16
102	-345.567407853094	16
103	-348.881721032776	16
104	-352.195534994809	16
105	-355.508858292238	16
106	-358.821699299763	16
107	-362.134066217651	16
108	-365.445967075552	16
109	-368.757409736239	16
110	-372.068401899276	16
111	-375.378951104601	16
112	-378.68906473604	16
113	-381.998750024743	16
114	-385.308014052555	16
115	-388.616863755304	16
116	-391.925305926032	16
117	-395.233347218147	16
118	-398.540994148516	16
119	-401.848253100485	16
120	-405.155130326837	16
121	-408.461631952689	16
122	-411.767763978322	16
123	-415.073532281951	16
124	-418.378942622436	16
125	-421.684000641933	16
126	-424.988711868487	16
127	-428.293081718565	16
128	-431.597115499542	16
129	-434.900818412122	16
130	-438.204195552707	16
131	-441.507251915725	16
132	-444.809992395887	16
133	-448.11242179041	16
134	-451.414544801182	16
135	-454.716366036881	16
136	-458.017890015044	16
137	-461.319121164091	16
138	-464.620063825307	16
139	-467.92072225477	16
140	-471.221100625245	16
141	-474.521203028027	16
142	-477.82103347475	16
143	-481.120595899144	16
144	-484.419894158765	16
145	-487.718932036673	16
146	-491.017713243081	16
147	-494.31624141696	16
148	-497.614520127611	16
149	-500.912552876195	16
150	-504.210343097238	16
151	-507.507894160093	16
152	-510.805209370367	16
153	-514.102291971323	16
154	-517.399145145242	16
155	-520.69577201476	16
156	-523.992175644167	16
157	-527.288359040679	16
158	-530.584325155687	16
159	-533.880076885963	16
160	-537.175617074852	16
161	-540.470948513426	16
162	-543.766073941619	16
163	-547.060996049332	16
164	-550.355717477508	16
165	-553.650240819192	16
166	-556.944568620556	16
167	-560.238703381912	16
168	-563.532647558685	16
169	-566.82640356238	16
170	-570.119973761519	16
171	-573.413360482551	16
172	-576.706566010754	16
173	-579.999592591103	16
174	-583.292442429126	16
175	-586.585117691739	16
176	-589.877620508055	16
177	-593.169952970184	16
178	-596.462117134011	16
179	-599.75411501995	16
180	-603.045948613691	16
181	-606.337619866919	16
182	-609.629130698026	16
183	-612.920482992801	16
184	-616.211678605104	16
185	-619.502719357529	16
186	-622.793607042043	16
187	-626.084343420624	16
188	-629.374930225867	16
189	-632.665369161594	16
190	-635.955661903436	16
191	-639.245810099409	16
192	-642.535815370475	16
193	-645.825679311088	16
194	-649.115403489733	16
195	-652.404989449448	16
196	-655.694438708335	16
197	-658.983752760061	16
198	-662.272933074345	16
199	-665.561981097437	16
200	-668.850898252584	16
1	-0.349508003265486	17
2	-0.695063570110329	17
3	-1.03672124527466	17
4	-1.37455069247906	17
5	-1.70863532985314	17
6	-2.03907074189768	17
7	-2.36596293397677	17
8	-2.68942649692857	17
9	-3.00958274684475	17
10	-3.32655789908262	17
